,age,job,marital,education,default,balance,housing,loan,contact,campaign,y,season,day_binned
13102,26,management,single,tertiary,no,350,no,no,cellular,1,0,summer,1
13103,56,blue-collar,married,primary,no,175,no,yes,cellular,1,0,summer,1
13104,26,self-employed,single,secondary,no,551,no,no,cellular,1,1,summer,1
13105,33,admin.,single,tertiary,no,621,no,no,cellular,1,0,summer,1
13106,55,retired,married,tertiary,no,197,no,yes,cellular,1,0,summer,1
13107,25,technician,single,secondary,no,0,no,yes,cellular,1,1,summer,1
13108,38,admin.,married,secondary,no,-14,no,yes,cellular,1,0,summer,1
13109,27,services,single,secondary,no,87,no,no,cellular,1,0,summer,1
13110,58,retired,married,unknown,no,-230,no,yes,cellular,2,0,summer,1
13111,25,blue-collar,married,secondary,no,101,no,yes,cellular,3,1,summer,1
13112,42,blue-collar,married,primary,no,1556,no,yes,cellular,1,0,summer,1
13113,40,services,married,primary,no,-45,no,yes,cellular,1,0,summer,1
13114,30,technician,married,secondary,no,139,no,yes,cellular,2,0,summer,1
13115,26,services,single,secondary,no,-90,no,yes,cellular,1,0,summer,1
13116,58,technician,married,unknown,no,-509,no,yes,cellular,1,0,summer,1
13117,59,retired,divorced,primary,no,830,no,yes,cellular,1,0,summer,1
13118,48,management,single,secondary,no,1106,no,yes,cellular,1,0,summer,1
13119,59,services,divorced,secondary,no,136,no,yes,telephone,1,0,summer,1
13120,34,admin.,single,tertiary,no,-199,no,yes,cellular,1,0,summer,1
13121,53,technician,divorced,primary,no,-834,yes,yes,cellular,1,0,summer,1
13122,42,unemployed,married,secondary,no,-283,no,yes,cellular,2,0,summer,1
13123,25,technician,single,secondary,no,218,no,yes,cellular,1,0,summer,1
13124,25,management,single,secondary,no,1923,no,yes,cellular,1,0,summer,1
13125,28,admin.,single,unknown,no,2736,no,no,cellular,1,1,summer,1
13126,41,admin.,single,secondary,no,26,no,no,cellular,1,0,summer,1
13127,45,services,single,secondary,no,-688,no,yes,cellular,1,0,summer,1
13128,29,blue-collar,married,primary,no,50,no,no,cellular,2,0,summer,1
13129,25,management,single,unknown,no,314,no,yes,cellular,1,0,summer,1
13130,51,technician,married,secondary,no,564,no,yes,cellular,2,0,summer,1
13131,26,management,single,tertiary,no,33,no,yes,cellular,1,0,summer,1
13132,27,entrepreneur,single,unknown,no,1007,no,no,cellular,1,0,summer,1
13133,39,services,married,secondary,no,87,no,no,cellular,1,0,summer,1
13134,30,student,single,unknown,no,-145,no,yes,cellular,1,0,summer,1
13135,25,self-employed,single,tertiary,no,-44,no,yes,cellular,1,0,summer,1
13136,29,management,married,tertiary,no,0,no,yes,cellular,2,0,summer,1
13137,39,technician,married,secondary,no,130,no,no,cellular,2,0,summer,1
13138,27,management,single,tertiary,yes,0,no,yes,cellular,1,0,summer,1
13139,28,housemaid,married,secondary,no,1294,yes,no,cellular,2,0,summer,1
13140,38,admin.,married,secondary,no,338,no,yes,cellular,1,0,summer,1
13141,60,retired,married,primary,no,280,no,no,telephone,1,0,summer,1
13142,26,services,single,secondary,yes,74,no,no,cellular,1,0,summer,1
13143,42,unemployed,divorced,secondary,no,2699,no,no,cellular,2,0,summer,1
13144,51,management,married,tertiary,no,3604,no,yes,telephone,1,0,summer,1
13145,30,blue-collar,married,secondary,no,1177,no,yes,cellular,2,0,summer,1
13146,25,technician,single,secondary,no,102,no,yes,cellular,2,1,summer,1
13147,42,admin.,married,secondary,no,-150,no,yes,cellular,3,0,summer,1
13148,28,blue-collar,married,secondary,no,2322,no,no,cellular,4,0,summer,1
13149,33,admin.,single,secondary,no,1248,no,no,cellular,1,0,summer,1
13150,54,management,married,tertiary,no,3,no,yes,cellular,1,0,summer,1
13151,42,management,married,tertiary,no,478,no,yes,cellular,1,0,summer,1
13152,44,technician,divorced,secondary,no,26,no,no,telephone,1,0,summer,1
13153,31,blue-collar,married,primary,no,229,no,no,telephone,2,0,summer,1
13154,56,entrepreneur,married,tertiary,no,51439,no,yes,cellular,1,0,summer,1
13155,28,services,married,secondary,no,510,yes,yes,cellular,2,1,summer,1
13156,32,entrepreneur,divorced,secondary,no,252,no,yes,cellular,2,0,summer,1
13157,55,blue-collar,married,secondary,yes,67,no,no,cellular,2,0,summer,1
13158,31,self-employed,married,secondary,no,731,no,yes,cellular,1,0,summer,1
13159,35,admin.,divorced,secondary,no,148,no,yes,cellular,1,0,summer,1
13160,26,technician,single,secondary,no,68,no,yes,cellular,3,0,summer,1
13161,40,blue-collar,married,primary,no,143,no,yes,cellular,2,0,summer,1
13162,33,blue-collar,married,tertiary,no,870,no,yes,cellular,3,0,summer,1
13163,25,blue-collar,married,secondary,no,4280,no,yes,cellular,2,0,summer,1
13164,28,blue-collar,single,secondary,no,517,no,yes,cellular,1,1,summer,1
13165,41,admin.,married,secondary,no,120,no,yes,cellular,1,0,summer,1
13166,37,blue-collar,married,primary,no,33,no,yes,cellular,2,0,summer,1
13167,59,blue-collar,married,primary,no,3540,no,no,cellular,1,0,summer,1
13168,57,admin.,married,secondary,no,2137,no,no,telephone,7,0,summer,1
13169,34,self-employed,divorced,unknown,no,28,no,yes,cellular,1,0,summer,1
13170,54,management,married,tertiary,no,-547,no,no,cellular,1,0,summer,1
13171,50,technician,married,primary,no,-315,no,yes,cellular,1,0,summer,1
13172,52,technician,married,secondary,no,786,no,no,cellular,1,0,summer,1
13173,59,blue-collar,divorced,primary,no,1,no,yes,cellular,1,0,summer,1
13174,33,entrepreneur,divorced,tertiary,no,37,no,yes,cellular,1,1,summer,1
13175,53,services,divorced,primary,no,0,no,yes,cellular,1,0,summer,1
13176,26,management,single,tertiary,no,8303,no,no,cellular,2,0,summer,1
13177,45,management,divorced,tertiary,no,854,no,yes,cellular,1,1,summer,1
13178,56,admin.,single,secondary,no,-273,no,no,cellular,2,0,summer,1
13179,41,blue-collar,married,primary,no,-692,yes,no,cellular,2,0,summer,1
13180,35,self-employed,married,tertiary,yes,28,no,yes,cellular,1,0,summer,1
13181,55,retired,married,secondary,no,971,no,yes,cellular,1,0,summer,1
13182,28,management,married,tertiary,no,3694,no,yes,cellular,2,0,summer,1
13183,60,retired,married,secondary,no,1141,no,yes,cellular,2,0,summer,1
13184,35,entrepreneur,single,tertiary,yes,793,no,yes,cellular,1,0,summer,1
13185,51,retired,married,secondary,no,35,no,yes,cellular,4,0,summer,1
13186,36,services,married,secondary,no,30,no,yes,cellular,5,1,summer,1
13187,34,admin.,single,secondary,no,280,no,no,cellular,2,0,summer,1
13188,33,services,single,secondary,no,0,no,no,cellular,2,0,summer,1
13189,30,services,married,secondary,no,2261,yes,yes,cellular,2,0,summer,1
13190,35,blue-collar,married,primary,no,46,no,no,cellular,3,0,summer,1
13191,56,retired,married,secondary,no,307,no,yes,cellular,1,0,summer,1
13192,56,housemaid,married,primary,no,306,no,yes,cellular,1,0,summer,1
13193,49,admin.,married,secondary,no,13229,no,yes,telephone,2,0,summer,1
13194,41,technician,single,secondary,no,-3,no,no,cellular,1,0,summer,1
13195,57,technician,married,primary,no,4442,no,no,cellular,6,0,summer,1
13196,33,housemaid,married,primary,no,1,yes,no,cellular,1,0,summer,1
13197,29,blue-collar,married,secondary,no,-478,no,yes,cellular,2,0,summer,1
13198,36,unemployed,married,secondary,no,356,no,no,cellular,1,0,summer,1
13199,29,technician,single,secondary,no,290,yes,yes,cellular,1,0,summer,1
13200,45,services,married,secondary,no,1343,no,yes,cellular,1,0,summer,1
13201,26,blue-collar,single,secondary,yes,81,no,yes,cellular,2,1,summer,1
13202,51,services,married,secondary,no,272,no,yes,cellular,1,0,summer,1
13203,46,blue-collar,divorced,primary,no,2775,no,yes,cellular,1,0,summer,1
13204,29,technician,single,secondary,no,359,yes,no,cellular,1,0,summer,1
13205,52,blue-collar,single,secondary,no,288,yes,no,cellular,2,0,summer,1
13206,45,admin.,married,secondary,no,3493,yes,no,cellular,1,0,summer,1
13207,30,admin.,single,secondary,no,1249,no,no,cellular,4,0,summer,1
13208,33,services,married,secondary,no,0,no,yes,cellular,1,0,summer,1
13209,29,self-employed,single,tertiary,no,0,yes,no,cellular,1,0,summer,1
13210,36,unemployed,divorced,secondary,no,5,yes,no,cellular,1,0,summer,1
13211,60,retired,divorced,secondary,no,598,no,yes,cellular,1,0,summer,1
13212,35,services,single,primary,no,790,no,no,cellular,1,0,summer,1
13213,33,management,single,tertiary,no,0,yes,no,cellular,1,0,summer,1
13214,36,services,married,primary,no,795,no,yes,cellular,2,0,summer,1
13215,28,blue-collar,married,secondary,no,1296,yes,yes,cellular,5,0,summer,1
13216,39,housemaid,divorced,secondary,no,188,no,no,cellular,1,0,summer,1
13217,36,technician,single,secondary,no,0,no,no,cellular,1,0,summer,1
13218,43,services,married,secondary,no,-392,no,yes,cellular,1,0,summer,1
13219,47,technician,married,secondary,no,0,yes,no,cellular,1,0,summer,1
13220,25,services,single,secondary,no,628,no,no,cellular,1,0,summer,1
13221,34,admin.,married,secondary,no,233,yes,yes,cellular,1,0,summer,1
13222,60,management,married,secondary,no,725,yes,no,cellular,1,0,summer,1
13223,25,blue-collar,single,secondary,no,0,no,no,telephone,1,0,summer,1
13224,52,management,married,unknown,no,414,yes,no,cellular,1,0,summer,1
13225,30,admin.,divorced,secondary,no,4,no,no,cellular,3,0,summer,1
13226,38,housemaid,married,secondary,no,1508,no,yes,cellular,2,0,summer,1
13227,54,blue-collar,married,primary,no,175,no,yes,cellular,1,0,summer,1
13228,31,blue-collar,married,secondary,no,152,yes,yes,cellular,1,1,summer,1
13229,29,services,single,secondary,no,-32,no,yes,cellular,1,0,summer,1
13230,37,blue-collar,divorced,secondary,no,277,no,yes,cellular,2,0,summer,1
13231,28,management,single,tertiary,no,882,no,yes,cellular,2,0,summer,1
13232,51,services,single,unknown,no,415,no,no,cellular,2,0,summer,1
13233,55,technician,married,secondary,no,477,no,no,cellular,1,0,summer,1
13234,52,blue-collar,married,secondary,no,380,yes,yes,cellular,1,0,summer,1
13235,55,unemployed,married,secondary,no,-246,no,yes,cellular,2,0,summer,1
13236,25,admin.,married,secondary,no,142,yes,no,cellular,2,0,summer,1
13237,34,technician,single,secondary,yes,-2,no,yes,cellular,1,0,summer,1
13238,59,management,married,tertiary,no,96,no,yes,cellular,1,0,summer,1
13239,28,admin.,single,secondary,no,-126,no,yes,cellular,4,0,summer,1
13240,58,blue-collar,married,secondary,no,279,no,no,cellular,5,0,summer,1
13241,45,technician,divorced,secondary,no,146,no,no,cellular,1,0,summer,1
13242,60,management,married,secondary,no,49,no,yes,cellular,2,0,summer,1
13243,29,services,single,secondary,no,9,no,yes,cellular,2,0,summer,1
13244,55,unemployed,married,primary,no,1221,no,yes,cellular,1,0,summer,1
13245,54,blue-collar,married,secondary,no,1063,no,yes,cellular,3,0,summer,1
13246,34,admin.,married,tertiary,no,434,no,no,cellular,3,0,summer,1
13247,27,self-employed,single,tertiary,no,108,no,yes,cellular,2,0,summer,1
13248,50,blue-collar,married,secondary,no,1293,no,yes,cellular,1,0,summer,1
13249,38,blue-collar,single,secondary,no,10,no,no,cellular,3,0,summer,1
13250,52,technician,married,secondary,no,3554,no,yes,cellular,1,0,summer,1
13251,59,retired,divorced,tertiary,no,439,no,yes,cellular,1,0,summer,1
13252,49,blue-collar,married,secondary,no,1838,yes,no,cellular,1,0,summer,1
13253,44,management,married,tertiary,no,0,no,no,cellular,2,0,summer,1
13254,35,admin.,single,secondary,no,57,no,yes,cellular,2,0,summer,1
13255,28,management,single,unknown,no,81,no,yes,cellular,1,0,summer,1
13256,43,blue-collar,divorced,primary,no,328,no,yes,cellular,1,0,summer,1
13257,31,admin.,single,secondary,yes,4,yes,yes,cellular,1,0,summer,1
13258,42,entrepreneur,married,tertiary,no,2476,yes,no,cellular,1,0,summer,1
13259,28,management,single,tertiary,no,1252,yes,yes,cellular,4,0,summer,1
13260,38,technician,married,secondary,no,0,no,no,cellular,1,1,summer,1
13261,52,technician,married,secondary,yes,0,no,no,cellular,2,0,summer,1
13262,57,blue-collar,married,secondary,no,75,no,no,cellular,8,0,summer,1
13263,30,blue-collar,married,primary,no,307,yes,yes,cellular,2,0,summer,1
13264,27,services,single,secondary,no,167,no,yes,cellular,2,0,summer,1
13265,28,admin.,single,secondary,no,19,no,no,cellular,4,0,summer,1
13266,31,management,married,secondary,no,-329,yes,no,cellular,3,0,summer,1
13267,32,blue-collar,divorced,secondary,no,-299,yes,no,cellular,2,0,summer,1
13268,40,management,married,tertiary,no,2840,yes,no,cellular,4,0,summer,1
13269,45,technician,married,secondary,no,1477,yes,no,cellular,1,0,summer,1
13270,38,admin.,single,secondary,no,0,no,no,cellular,3,0,summer,1
13271,52,admin.,married,secondary,no,350,no,yes,cellular,2,0,summer,1
13272,56,blue-collar,single,secondary,no,663,no,yes,cellular,3,1,summer,1
13273,31,blue-collar,single,primary,no,485,no,yes,cellular,2,0,summer,1
13274,42,blue-collar,married,secondary,yes,-29,no,yes,cellular,2,0,summer,1
13275,32,housemaid,married,primary,no,0,no,no,telephone,3,0,summer,1
13276,35,services,married,secondary,no,629,no,yes,cellular,2,0,summer,1
13277,37,blue-collar,married,primary,no,89,no,yes,telephone,4,0,summer,1
13278,45,blue-collar,single,tertiary,no,-243,no,yes,cellular,2,0,summer,1
13279,58,management,married,tertiary,no,913,no,yes,cellular,6,0,summer,1
13280,30,self-employed,married,secondary,no,57,no,yes,cellular,2,0,summer,1
13281,48,admin.,married,secondary,no,-509,no,yes,cellular,3,0,summer,1
13282,28,technician,single,secondary,no,31,no,no,cellular,2,0,summer,1
13283,54,blue-collar,married,primary,no,-16,no,yes,telephone,2,0,summer,1
13284,36,blue-collar,single,secondary,no,110,no,no,cellular,2,0,summer,1
13285,41,blue-collar,single,secondary,no,-329,no,yes,cellular,3,0,summer,1
13286,25,technician,divorced,secondary,no,86,no,yes,cellular,2,0,summer,1
13287,33,services,single,secondary,no,969,no,no,telephone,3,0,summer,1
13288,49,blue-collar,single,primary,no,1040,no,no,cellular,2,0,summer,1
13289,39,admin.,married,secondary,no,7711,yes,no,cellular,1,0,summer,1
13290,30,technician,single,secondary,no,137,no,yes,cellular,2,0,summer,1
13291,59,retired,married,primary,no,468,yes,no,telephone,1,0,summer,1
13292,54,technician,married,tertiary,no,758,yes,yes,cellular,1,0,summer,1
13293,57,management,married,tertiary,no,5,yes,no,cellular,1,0,summer,1
13294,60,management,married,tertiary,no,0,yes,no,cellular,1,0,summer,1
13295,32,admin.,married,secondary,no,-1,no,no,cellular,2,0,summer,1
13296,29,management,single,tertiary,no,640,no,no,cellular,2,0,summer,1
13297,27,blue-collar,married,secondary,no,-59,no,yes,cellular,3,0,summer,1
13298,26,admin.,single,secondary,no,102,no,yes,cellular,2,1,summer,1
13299,41,blue-collar,married,primary,no,17,no,no,cellular,3,0,summer,1
13300,26,technician,single,secondary,no,0,no,no,cellular,2,0,summer,1
13301,40,admin.,married,secondary,no,1011,yes,no,cellular,12,0,summer,1
13302,26,technician,married,secondary,no,370,no,yes,cellular,4,1,summer,1
13303,47,technician,married,secondary,no,-107,no,no,cellular,2,0,summer,1
13304,36,management,married,tertiary,no,2309,yes,no,cellular,2,0,summer,1
13305,57,blue-collar,married,primary,no,0,no,no,cellular,3,0,summer,1
13306,51,technician,married,secondary,no,313,no,yes,cellular,1,0,summer,1
13307,60,management,married,secondary,no,164,no,yes,cellular,1,0,summer,1
13308,41,blue-collar,divorced,unknown,no,19,no,yes,cellular,5,0,summer,1
13309,26,blue-collar,single,secondary,no,-128,no,yes,cellular,2,0,summer,1
13310,34,blue-collar,married,secondary,no,123,yes,no,cellular,3,0,summer,1
13311,29,admin.,single,secondary,no,-37,yes,no,cellular,35,0,summer,1
13312,54,housemaid,married,primary,no,8,no,yes,telephone,2,0,summer,1
13313,27,management,married,tertiary,no,5262,no,yes,cellular,9,0,summer,1
13314,35,retired,married,primary,no,329,no,yes,cellular,3,0,summer,1
13315,59,management,married,tertiary,no,1726,no,yes,cellular,3,0,summer,1
13316,30,technician,single,secondary,no,77,no,yes,cellular,4,0,summer,1
13317,25,blue-collar,single,secondary,no,189,no,yes,cellular,2,1,summer,1
13318,47,blue-collar,married,primary,no,-406,no,yes,telephone,5,0,summer,1
13319,27,services,married,secondary,no,202,yes,no,telephone,2,0,summer,1
13320,45,admin.,divorced,unknown,no,857,no,no,telephone,7,0,summer,1
13321,28,blue-collar,married,primary,no,420,no,yes,telephone,3,0,summer,1
13322,45,admin.,married,secondary,no,0,yes,no,cellular,1,0,summer,1
13323,36,management,single,tertiary,no,-74,yes,yes,cellular,2,0,summer,1
13324,37,blue-collar,married,secondary,no,128,yes,no,telephone,3,0,summer,1
13325,32,management,single,tertiary,no,191,no,no,cellular,4,0,summer,1
13326,44,blue-collar,married,primary,no,1139,no,yes,cellular,2,0,summer,1
13327,27,admin.,single,secondary,yes,-110,no,yes,cellular,2,0,summer,1
13328,25,blue-collar,single,secondary,no,224,no,yes,telephone,4,0,summer,1
13329,30,services,single,secondary,no,245,no,yes,cellular,2,0,summer,1
13330,26,housemaid,married,primary,no,158,no,yes,cellular,4,0,summer,1
13331,39,self-employed,married,primary,no,1551,no,no,telephone,7,0,summer,1
13332,27,services,single,secondary,no,-151,no,no,cellular,2,0,summer,1
13333,41,blue-collar,married,primary,no,-516,no,yes,telephone,3,0,summer,1
13334,28,entrepreneur,single,tertiary,no,283,yes,no,cellular,3,0,summer,1
13335,42,services,married,secondary,no,-1,yes,no,cellular,2,0,summer,1
13336,41,blue-collar,married,secondary,no,97,no,yes,cellular,2,0,summer,1
13337,26,blue-collar,single,primary,no,16,no,yes,cellular,2,0,summer,1
13338,29,technician,single,tertiary,no,313,no,yes,cellular,2,0,summer,1
13339,44,self-employed,married,secondary,no,5068,no,no,cellular,2,0,summer,1
13340,55,admin.,married,secondary,no,859,no,no,telephone,1,0,summer,1
13341,49,technician,married,secondary,no,0,no,yes,cellular,3,0,summer,1
13342,34,blue-collar,married,primary,no,567,no,yes,cellular,3,0,summer,1
13343,27,admin.,single,secondary,no,13,yes,no,telephone,1,0,summer,1
13344,56,blue-collar,married,secondary,no,339,no,no,telephone,3,0,summer,1
13345,60,housemaid,married,secondary,no,874,no,no,cellular,3,0,summer,1
13346,59,retired,married,primary,no,21,no,no,telephone,3,0,summer,1
13347,59,admin.,married,secondary,no,302,no,yes,cellular,2,0,summer,1
13348,32,services,married,secondary,no,61,yes,no,cellular,5,0,summer,1
13349,28,blue-collar,married,primary,no,-469,yes,no,cellular,3,0,summer,1
13350,58,management,married,tertiary,no,136,yes,no,cellular,1,0,summer,1
13351,41,blue-collar,married,secondary,no,232,no,no,telephone,3,0,summer,1
13352,49,technician,married,secondary,no,177,yes,yes,cellular,1,0,summer,1
13353,47,management,married,tertiary,no,1890,no,no,cellular,1,0,summer,1
13354,43,technician,married,secondary,no,48,yes,no,cellular,1,0,summer,1
13355,46,admin.,married,secondary,no,-121,yes,yes,cellular,4,0,summer,1
13356,56,technician,married,secondary,no,61,no,yes,cellular,1,0,summer,1
13357,33,management,married,tertiary,no,6,yes,no,cellular,1,0,summer,1
13358,52,management,married,secondary,no,4873,no,no,cellular,9,0,summer,1
13359,34,admin.,divorced,secondary,no,145,no,no,cellular,5,0,summer,1
13360,32,blue-collar,married,secondary,no,4,yes,yes,cellular,1,0,summer,1
13361,32,blue-collar,single,secondary,no,123,yes,no,cellular,4,0,summer,1
13362,30,blue-collar,married,primary,no,374,yes,no,cellular,2,0,summer,1
13363,47,blue-collar,married,secondary,no,125,no,no,cellular,2,0,summer,1
13364,49,services,married,secondary,no,884,yes,no,telephone,3,0,summer,1
13365,57,services,married,tertiary,no,10,no,no,telephone,3,0,summer,1
13366,42,admin.,married,secondary,no,0,yes,no,cellular,1,0,summer,1
13367,52,retired,married,secondary,no,49,no,yes,telephone,5,0,summer,1
13368,38,self-employed,married,primary,no,618,no,no,cellular,1,0,summer,1
13369,27,management,single,tertiary,no,154,no,yes,cellular,1,0,summer,1
13370,32,management,single,tertiary,no,611,yes,yes,cellular,1,0,summer,1
13371,41,services,divorced,secondary,no,0,yes,no,cellular,1,0,summer,1
13372,36,blue-collar,married,secondary,no,199,yes,no,cellular,1,0,summer,1
13373,43,management,divorced,tertiary,no,0,no,no,cellular,1,0,summer,1
13374,58,retired,married,tertiary,no,941,no,yes,cellular,1,0,summer,1
13375,34,blue-collar,married,secondary,yes,1,yes,no,cellular,1,0,summer,1
13376,40,admin.,married,secondary,no,275,yes,no,cellular,1,0,summer,1
13377,38,blue-collar,married,secondary,no,121,yes,yes,cellular,2,0,summer,1
13378,34,services,married,primary,no,31,no,yes,cellular,3,0,summer,1
13379,44,technician,married,tertiary,no,-948,yes,yes,cellular,2,0,summer,1
13380,44,management,married,tertiary,no,773,no,yes,cellular,1,0,summer,1
13381,47,services,married,secondary,no,0,yes,no,telephone,1,0,summer,1
13382,31,services,married,secondary,no,1,yes,no,cellular,1,0,summer,1
13383,41,technician,married,secondary,no,112,yes,no,cellular,1,0,summer,1
13384,57,technician,married,secondary,no,950,yes,no,cellular,1,0,summer,1
13385,53,technician,married,tertiary,no,673,yes,no,cellular,1,0,summer,1
13386,50,technician,married,secondary,no,20,yes,no,cellular,1,0,summer,1
13387,46,technician,married,secondary,no,152,no,no,cellular,1,0,summer,1
13388,44,blue-collar,married,secondary,no,233,no,yes,cellular,3,0,summer,1
13389,42,management,married,tertiary,no,0,yes,no,cellular,1,0,summer,1
13390,43,unknown,married,primary,no,0,yes,no,cellular,1,0,summer,1
13391,37,admin.,single,secondary,no,1003,no,no,cellular,3,0,summer,1
13392,48,admin.,married,secondary,no,719,yes,no,cellular,1,0,summer,1
13393,56,blue-collar,married,primary,no,278,no,yes,cellular,3,0,summer,1
13394,44,management,single,tertiary,no,6350,yes,no,cellular,1,0,summer,1
13395,26,unemployed,single,secondary,no,111,no,no,cellular,1,1,summer,1
13396,35,admin.,married,primary,no,1994,no,no,cellular,1,0,summer,1
13397,35,services,married,secondary,no,0,no,yes,telephone,1,0,summer,1
13398,28,self-employed,single,tertiary,no,25,no,no,cellular,1,0,summer,1
13399,54,management,married,secondary,no,4816,no,yes,cellular,1,0,summer,1
13400,36,blue-collar,married,secondary,no,56,yes,no,cellular,1,0,summer,1
13401,28,blue-collar,single,primary,no,150,no,yes,cellular,2,0,summer,1
13402,35,admin.,married,secondary,no,332,no,no,cellular,2,0,summer,1
13403,53,management,married,tertiary,no,0,yes,no,cellular,1,0,summer,1
13404,60,housemaid,married,primary,no,2270,yes,no,cellular,1,0,summer,1
13405,33,management,married,unknown,no,117,no,yes,cellular,2,0,summer,1
13406,35,blue-collar,married,secondary,no,616,no,no,cellular,1,0,summer,1
13407,39,entrepreneur,married,tertiary,no,628,yes,no,cellular,1,0,summer,1
13408,53,retired,single,tertiary,no,888,yes,no,cellular,1,0,summer,1
13409,46,entrepreneur,married,secondary,no,118,yes,no,cellular,1,0,summer,1
13410,41,technician,married,tertiary,no,532,yes,no,cellular,1,0,summer,1
13411,46,management,married,tertiary,no,-591,no,no,cellular,1,0,summer,1
13412,33,admin.,married,tertiary,no,0,yes,yes,cellular,3,0,summer,1
13413,50,management,married,unknown,no,0,no,no,cellular,2,0,summer,1
13414,30,self-employed,married,tertiary,no,5,yes,yes,cellular,2,0,summer,1
13415,52,technician,married,tertiary,no,3440,yes,no,cellular,1,0,summer,1
13416,46,blue-collar,married,unknown,no,990,yes,no,cellular,1,0,summer,1
13417,45,blue-collar,divorced,primary,no,452,yes,no,cellular,1,0,summer,1
13418,57,housemaid,married,primary,no,2,no,no,telephone,3,0,summer,1
13419,45,management,divorced,tertiary,no,702,no,yes,cellular,1,0,summer,1
13420,41,management,married,tertiary,no,0,no,yes,cellular,1,0,summer,1
13421,57,blue-collar,married,secondary,no,0,no,yes,cellular,1,0,summer,1
13422,41,technician,married,secondary,no,351,yes,no,cellular,1,0,summer,1
13423,51,self-employed,married,secondary,no,-201,no,yes,cellular,2,0,summer,1
13424,50,services,married,secondary,no,1572,yes,no,cellular,1,0,summer,1
13425,59,self-employed,married,secondary,no,170,no,no,cellular,1,0,summer,1
13426,44,technician,married,secondary,no,266,yes,no,cellular,1,0,summer,1
13427,49,admin.,married,secondary,no,167,no,yes,cellular,1,0,summer,1
13428,26,services,married,secondary,no,25,no,no,cellular,1,0,summer,1
13429,45,blue-collar,single,secondary,no,-100,yes,no,cellular,1,0,summer,1
13430,34,housemaid,married,primary,no,-1,yes,no,cellular,1,0,summer,1
13431,34,blue-collar,divorced,secondary,no,-154,no,no,cellular,1,0,summer,1
13432,50,self-employed,married,secondary,no,38,yes,no,cellular,1,0,summer,1
13433,36,admin.,single,secondary,no,281,no,no,cellular,2,0,summer,1
13434,30,management,married,tertiary,no,0,yes,no,cellular,1,0,summer,1
13435,54,services,married,secondary,no,-22,no,yes,cellular,1,0,summer,1
13436,44,management,married,secondary,no,438,yes,no,telephone,1,0,summer,1
13437,45,technician,married,secondary,no,2020,yes,no,cellular,1,0,summer,1
13438,59,management,divorced,primary,no,133,yes,no,cellular,1,0,summer,1
13439,40,blue-collar,married,primary,no,665,yes,no,cellular,1,1,summer,1
13440,45,technician,married,secondary,no,0,no,no,cellular,2,0,summer,1
13441,59,unemployed,married,tertiary,no,6,yes,no,cellular,1,0,summer,1
13442,56,technician,married,tertiary,no,787,no,yes,cellular,1,0,summer,1
13443,40,management,single,tertiary,no,1247,yes,no,cellular,1,0,summer,1
13444,45,services,divorced,secondary,no,5758,yes,no,telephone,1,0,summer,1
13445,53,technician,single,secondary,no,-165,yes,no,cellular,1,0,summer,1
13446,53,blue-collar,married,secondary,no,-626,yes,no,cellular,1,0,summer,1
13447,33,services,married,secondary,no,0,no,no,cellular,1,0,summer,1
13448,30,management,single,secondary,no,1090,yes,no,cellular,1,0,summer,1
13449,35,technician,married,secondary,no,2355,yes,no,cellular,1,0,summer,1
13450,27,services,single,secondary,no,387,no,yes,cellular,1,0,summer,1
13451,60,retired,married,primary,no,838,no,no,cellular,1,0,summer,1
13452,35,admin.,married,secondary,no,1,yes,no,cellular,1,0,summer,1
13453,33,management,single,tertiary,no,191,no,yes,telephone,1,0,summer,1
13454,45,blue-collar,married,secondary,no,4855,yes,no,cellular,1,0,summer,1
13455,42,self-employed,married,secondary,no,634,yes,no,cellular,1,0,summer,1
13456,31,management,married,tertiary,no,272,yes,no,cellular,1,0,summer,1
13457,51,entrepreneur,married,tertiary,no,-267,yes,no,cellular,1,0,summer,1
13458,52,blue-collar,married,unknown,no,0,yes,no,cellular,1,1,summer,1
13459,34,blue-collar,single,secondary,no,0,yes,no,cellular,1,0,summer,1
13460,56,retired,married,tertiary,no,24,no,yes,cellular,1,0,summer,1
13461,40,admin.,married,secondary,no,0,yes,yes,cellular,1,0,summer,1
13462,43,blue-collar,married,secondary,no,173,no,yes,telephone,8,0,summer,1
13463,44,management,single,tertiary,no,1206,no,no,cellular,2,0,summer,1
13464,37,admin.,married,primary,no,214,yes,no,cellular,1,1,summer,1
13465,36,technician,married,tertiary,no,3043,yes,no,cellular,1,0,summer,1
13466,43,blue-collar,single,primary,no,0,no,no,cellular,1,1,summer,1
13467,58,entrepreneur,married,tertiary,no,776,yes,no,telephone,1,1,summer,1
13468,37,housemaid,married,tertiary,no,8,yes,no,cellular,1,0,summer,1
13469,31,management,single,unknown,no,1023,no,yes,cellular,1,0,summer,1
13470,55,blue-collar,married,primary,no,283,no,yes,cellular,1,0,summer,1
13471,47,blue-collar,married,secondary,no,690,yes,no,cellular,1,0,summer,1
13472,53,housemaid,married,primary,no,-286,yes,no,cellular,1,0,summer,1
13473,41,services,divorced,tertiary,no,1583,yes,no,cellular,1,1,summer,1
13474,49,blue-collar,married,secondary,no,0,no,yes,cellular,1,1,summer,1
13475,40,admin.,divorced,secondary,no,4,yes,no,cellular,1,0,summer,1
